| channels, the earthquake is considered to have ended.  After detriggering,
| 35 seconds of data are recorded before the record is ended.
|
| The data have a baseline offset correction determined from the average of a
| 10-sec window ending 9-10 sec prior to the trigger time.  The value of the
| baseline correction is fixed at the time of the trigger, and is not updated
| again until the end of the entire event, including the post event interval.
|
| All stations are time synchronized to an external source such as Tardis.
|
| Instrument mounting:  At grade on embedded concrete pad 5 ft x 5 ft x 2 ft
|                       in free field approx. 100 m or more from
|  buildings/structures
|
| Soil Condition:   See soil boring log
|
| ------ End of modified header comments -------------------------------------
|
 5.9598E-2-9.1762E-2-5.3922E-2-5.3922E-2-1.6082E-2-5.3922E-2 5.9598E-2 5.9598E-2
-5.3922E-2-5.3922E-2 2.1758E-2 9.7439E-2-1.6082E-2-5.3922E-2 2.1758E-2 2.1758E-2
-9.1762E-2-5.3922E-2 2.1758E-2 2.1758E-2-1.6082E-2 2.1758E-2 1.3528E-1 9.7439E-2
-9.1762E-2-1.2960E-1-5.3922E-2 2.1758E-2-1.6082E-2 5.9598E-2 9.7439E-2 5.9598E-2
-9.1762E-2-5.3922E-2 2.1758E-2 5.9598E-2-9.1762E-2-5.3922E-2 5.9598E-2 2.1758E-2
-1.6082E-2-5.3922E-2 5.9598E-2 2.1758E-2-5.3922E-2 2.1758E-2 1.3528E-1 5.9598E-2
-1.2960E-1-5.3922E-2-1.6082E-2-1.6082E-2-1.6082E-2 9.7439E-2 1.3528E-1 2.1758E-2
-9.1762E-2-1.6082E-2-1.6082E-2-1.6082E-2-5.3922E-2 2.1758E-2 9.7439E-2 5.9598E-2
-5.3922E-2-1.6082E-2 5.9598E-2 2.1758E-2-9.1762E-2 5.9598E-2 5.9598E-2-1.6082E-2
-1.2960E-1-1.6082E-2 2.1758E-2 5.9598E-2 2.1758E-2 9.7439E-2 1.3528E-1-5.3922E-2
-1.2960E-1-5.3922E-2 2.1758E-2-5.3922E-2-5.3922E-2 5.9598E-2 1.3528E-1 5.9598E-2
-5.3922E-2 5.9598E-2-1.6082E-2-9.1762E-2-9.1762E-2 5.9598E-2 2.1758E-2-9.1762E-2
-5.3922E-2 5.9598E-2 5.9598E-2-1.6082E-2-5.3922E-2 5.9598E-2-1.6082E-2-9.1762E-2
-1.2960E-1-1.6082E-2 2.1758E-2 2.1758E-2-1.6082E-2 1.3528E-1 9.7439E-2-1.6082E-2
-9.1762E-2-5.3922E-2-5.3922E-2-1.6744E-1-1.6082E-2 1.3528E-1 9.7439E-2-1.6082E-2
-1.6082E-2 5.9598E-2 2.1758E-2-5.3922E-2-1.6082E-2 5.9598E-2 2.1758E-2-1.2960E-1
-5.3922E-2 5.9598E-2 9.7439E-2 2.1758E-2 2.1758E-2 5.9598E-2 2.1758E-2-9.1762E-2
-9.1762E-2-1.6082E-2-5.3922E-2 2.1758E-2 9.7439E-2 2.1096E-1 5.9598E-2-5.3922E-2
-1.6082E-2-1.6082E-2-5.3922E-2-9.1762E-2-1.6082E-2 5.9598E-2-1.6082E-2-1.6082E-2
 2.1758E-2 9.7439E-2 2.1758E-2-5.3922E-2-1.6082E-2 2.1758E-2-5.3922E-2-5.3922E-2
-1.6082E-2 2.1758E-2-5.3922E-2-1.6082E-2 1.3528E-1 1.3528E-1-5.3922E-2-1.2960E-1
-5.3922E-2-1.6082E-2-5.3922E-2 2.1758E-2 1.3528E-1 9.7439E-2-1.6082E-2-9.1762E-2
 2.1758E-2 2.1758E-2-9.1762E-2-1.6082E-2 5.9598E-2 5.9598E-2-1.6082E-2-1.6082E-2
 2.1758E-2-1.6082E-2-5.3922E-2 2.1758E-2 9.7439E-2 5.9598E-2-9.1762E-2-1.2960E-1
-1.6082E-2 2.1588E-2 2.1588E-2 5.9428E-2 5.9428E-2 5.9428E-2-9.1933E-2-1.6252E-2
 2.1588E-2-1.6252E-2-9.1933E-2-1.6252E-2 5.9428E-2 2.1588E-2-1.6252E-2-1.6252E-2
 2.1588E-2-5.4093E-2-5.4093E-2 2.1588E-2 9.7268E-2-1.6252E-2-9.1933E-2-5.4093E-2
 5.9428E-2 5.9428E-2 2.1588E-2 5.9428E-2 9.7268E-2 2.1588E-2-9.1933E-2-5.4093E-2
-1.6252E-2-9.1933E-2-5.4093E-2 9.7268E-2 1.3511E-1 5.9428E-2-1.6252E-2-1.6252E-2
-1.6252E-2-9.1933E-2-9.1933E-2 5.9428E-2 5.9428E-2-5.4093E-2-1.2977E-1-1.6252E-2
 5.9428E-2 9.7268E-2 2.1588E-2 9.7268E-2 2.1588E-2-1.2977E-1-1.2977E-1-1.6252E-2
 2.1588E-2 2.1588E-2 2.1588E-2 1.3511E-1 9.7268E-2-1.6252E-2-5.4093E-2-5.4093E-2
-5.4093E-2-9.1933E-2-1.6252E-2 9.7268E-2 1.3511E-1 2.1588E-2-1.6252E-2 5.9428E-2
 9.7268E-2-1.6252E-2-1.6252E-2-1.6252E-2-5.4093E-2-1.2977E-1-5.4093E-2 9.7268E-2
 5.9428E-2 2.1588E-2 5.9428E-2 9.7268E-2 2.1588E-2-9.1933E-2-5.4093E-2-1.6252E-2
-5.4093E-2-5.4093E-2 5.9428E-2 1.7295E-1 5.9428E-2-5.4093E-2-1.6252E-2-1.6252E-2
-5.4093E-2-5.4093E-2 2.1588E-2 5.9428E-2-5.4093E-2-5.4093E-2 2.1588E-2 9.7268E-2
 2.1588E-2-5.4093E-2 5.9428E-2 5.9428E-2-5.4093E-2-1.2977E-1-5.4093E-2 2.1588E-2
-1.6252E-2-1.6252E-2 9.7268E-2 1.3511E-1-5.4093E-2-1.2977E-1-5.4093E-2 2.1588E-2
-1.6252E-2 2.1588E-2 1.3511E-1 5.9428E-2-5.4093E-2-9.1933E-2 2.1588E-2 5.9428E-2
-1.6252E-2-9.1933E-2 2.1588E-2 5.9428E-2-1.6252E-2-5.4093E-2 2.1588E-2 5.9428E-2
-1.6252E-2 2.1588E-2 9.7268E-2 2.1588E-2-9.1933E-2-5.4093E-2-1.6252E-2-1.6252E-2
-1.6252E-2 5.9428E-2 9.7268E-2 5.9428E-2-9.1933E-2-1.6252E-2 2.1588E-2 2.1588E-2
-9.1933E-2-1.6252E-2 5.9428E-2 5.9428E-2-1.6252E-2-1.6252E-2 5.9428E-2-1.6252E-2
-5.4093E-2 5.9428E-2 5.9428E-2-5.4093E-2-9.1933E-2-1.6252E-2-1.6252E-2-1.6252E-2
 5.9428E-2 1.3511E-1 1.3511E-1-1.6252E-2-9.1933E-2-5.4093E-2 2.1588E-2-1.6252E-2
-9.1933E-2 2.1588E-2 1.3511E-1 2.1588E-2-1.6252E-2 2.1588E-2 2.1588E-2-9.1933E-2
-5.4093E-2 5.9428E-2 2.1588E-2-9.1933E-2-5.4093E-2 5.9428E-2 9.7268E-2 5.9428E-2
 5.9428E-2 2.1588E-2 2.1588E-2-9.1933E-2-1.6761E-1-1.6252E-2 5.9428E-2-1.6252E-2
-1.6252E-2 1.3551E-1 1.3551E-1 2.1985E-2 2.1985E-2-1.5855E-2-9.1536E-2-1.6722E-1
-1.5855E-2 1.3551E-1 5.9825E-2-5.3695E-2-1.5855E-2 5.9825E-2 2.1985E-2-1.5855E-2
-1.5855E-2 2.1985E-2-5.3695E-2-1.2938E-1-5.3695E-2 5.9825E-2 9.7666E-2 2.1985E-2
 9.7666E-2 1.3551E-1 2.1985E-2-1.2938E-1-9.1536E-2-5.3695E-2-9.1536E-2-1.5855E-2
 1.3551E-1 1.7335E-1 2.1985E-2-5.3695E-2-1.5855E-2 2.1985E-2-5.3695E-2-9.1536E-2
-1.5855E-2 5.9825E-2-1.5855E-2-5.3695E-2 5.9825E-2 1.3551E-1 2.1985E-2-5.3695E-2
 2.1985E-2 2.1985E-2-5.3695E-2-1.2938E-1-1.5855E-2 5.9825E-2-1.5855E-2 2.1985E-2
 1.3551E-1 9.7666E-2-5.3695E-2-9.1536E-2-5.3695E-2-5.3695E-2-5.3695E-2-1.5855E-2
 9.7666E-2 5.9825E-2-5.3695E-2-5.3695E-2-1.5855E-2-1.5855E-2-9.1536E-2-1.5855E-2
 5.9825E-2 2.1985E-2-1.5855E-2-1.5855E-2 2.1985E-2 2.1985E-2-5.3695E-2 2.1985E-2
 1.3551E-1 5.9825E-2-9.1536E-2-1.2938E-1-1.5855E-2 2.1985E-2-1.5855E-2 5.9825E-2
 9.7666E-2-5.3695E-2-1.2938E-1-1.5855E-2 5.9825E-2 2.1985E-2-5.3695E-2 2.1985E-2
 9.7666E-2 5.9825E-2-9.1536E-2-5.3695E-2 2.1985E-2-1.5855E-2-1.5855E-2 2.1985E-2
 9.7666E-2-1.5855E-2-1.2938E-1-5.3695E-2 5.9825E-2-1.5855E-2 2.1985E-2 9.7666E-2
 1.3551E-1-1.5855E-2-9.1536E-2-1.5855E-2 2.1985E-2-1.5855E-2-9.1536E-2 5.9825E-2
 9.7666E-2 5.9825E-2-1.5855E-2-1.5855E-2 2.1985E-2-5.3695E-2-5.3695E-2 5.9825E-2
 5.9825E-2-5.3695E-2-9.1536E-2 2.1985E-2 5.9825E-2 2.1985E-2 9.7666E-2 9.7666E-2
 2.1985E-2-1.2938E-1-1.2938E-1-5.3695E-2-1.5855E-2-1.5855E-2 5.9825E-2 1.3551E-1
 1.3551E-1 2.1985E-2-9.1536E-2-5.3695E-2-9.1536E-2-1.2938E-1-5.3695E-2 9.7666E-2
 2.1985E-2-5.3695E-2 2.1985E-2 9.7666E-2 5.9825E-2 2.1985E-2 2.1985E-2 2.1985E-2
-9.1536E-2-1.2938E-1-5.3695E-2 5.9825E-2 9.7666E-2 2.1985E-2 5.9825E-2 9.7666E-2
 5.9825E-2-9.1536E-2-9.1536E-2-5.3695E-2-9.1536E-2-5.3695E-2 5.9825E-2 1.3551E-1
 5.9825E-2-1.5855E-2 2.1985E-2 2.1985E-2-5.3695E-2-9.1536E-2-1.5855E-2 5.9825E-2
-5.3695E-2-9.1536E-2 5.9825E-2 9.7666E-2 5.9825E-2-5.3695E-2-1.5855E-2 5.9825E-2
-5.3695E-2-9.1536E-2-1.5855E-2-1.5855E-2-1.5855E-2 5.9825E-2 1.7335E-1 1.3551E-1
-1.5855E-2-1.2888E-1-5.3203E-2-5.3203E-2-5.3203E-2 2.2477E-2 1.3600E-1 9.8158E-2
-5.3203E-2-9.1043E-2 2.2477E-2 6.0317E-2-5.3203E-2-5.3203E-2 2.2477E-2-1.5363E-2
-5.3203E-2 2.2477E-2 6.0317E-2-1.5363E-2-5.3203E-2 6.0317E-2 9.8158E-2 2.2477E-2
-1.2888E-1-9.1043E-2 2.2477E-2-1.5363E-2 2.2477E-2 6.0317E-2 1.3600E-1 6.0317E-2
-9.1043E-2-5.3203E-2 2.2477E-2 2.2477E-2-9.1043E-2-1.5363E-2 6.0317E-2 6.0317E-2
-1.5363E-2 2.2477E-2 2.2477E-2-9.1043E-2-5.3203E-2 9.8158E-2 9.8158E-2-1.5363E-2
-9.1043E-2-5.3203E-2 2.2477E-2 6.0317E-2 2.2477E-2 6.0317E-2 9.8158E-2-1.5363E-2
-9.1043E-2-5.3203E-2-1.5363E-2-1.5363E-2-5.3203E-2 6.0317E-2 9.8158E-2-1.5363E-2
 2.2477E-2 2.2477E-2-1.5363E-2-5.3203E-2-5.3203E-2 9.8158E-2 2.2477E-2-1.2888E-1
-9.1043E-2-1.5363E-2 6.0317E-2 2.2477E-2 6.0317E-2 1.3600E-1 6.0317E-2-9.1043E-2
-1.2888E-1-1.5363E-2 2.2477E-2-5.3203E-2 2.2477E-2 1.3600E-1 9.8158E-2-1.5363E-2
-1.5363E-2-1.5363E-2-5.3203E-2-9.1043E-2-1.5363E-2 9.8158E-2 2.2477E-2-5.3203E-2
-1.5363E-2 9.8158E-2 6.0317E-2 2.2477E-2 2.2477E-2 6.0317E-2-5.3203E-2-1.6672E-1
-9.1043E-2 6.0317E-2 6.0317E-2-1.5363E-2 9.8158E-2 1.3600E-1 6.0317E-2-5.3203E-2
-1.5363E-2-1.5363E-2-9.1043E-2-5.3203E-2 6.0317E-2 1.3600E-1 2.2477E-2-5.3203E-2
 2.2477E-2 2.2477E-2-1.5363E-2-5.3203E-2-1.5363E-2 2.2477E-2-9.1043E-2-5.3203E-2
 6.0317E-2 9.8158E-2 6.0317E-2 6.0317E-2 6.0317E-2 2.2477E-2-9.1043E-2-1.2888E-1
-1.5363E-2-1.5363E-2-1.5363E-2 6.0317E-2 1.7384E-1 1.3600E-1-1.5363E-2-9.1043E-2
-1.5363E-2-1.5363E-2-5.3203E-2-1.5363E-2 6.0317E-2 6.0317E-2-5.3203E-2 2.2477E-2
 9.8158E-2 2.2477E-2-9.1043E-2-5.3203E-2 2.2477E-2 2.2477E-2-5.3203E-2-5.3203E-2
 9.8158E-2 2.2477E-2-1.5363E-2 9.8158E-2 1.3600E-1 2.2477E-2-1.6672E-1-9.1043E-2
-1.5363E-2-1.5363E-2-1.5363E-2 6.0317E-2 1.3600E-1 2.2477E-2-9.1043E-2-5.3203E-2
 2.2477E-2-1.5363E-2-9.1043E-2-1.5363E-2 6.0317E-2 2.2477E-2-1.5363E-2-1.5363E-2
 2.2477E-2-1.5363E-2-5.3203E-2 6.0317E-2 6.0317E-2-9.1043E-2-9.1043E-2-1.5363E-2
 6.0317E-2-1.5363E-2 2.2477E-2 9.8158E-2 6.0317E-2-5.3203E-2-9.1043E-2-1.5363E-2
 2.2477E-2-5.2768E-2-5.2768E-2 6.0752E-2 9.8593E-2 2.2912E-2-1.4928E-2 6.0752E-2
 2.2912E-2-5.2768E-2-5.2768E-2 9.8593E-2 6.0752E-2-9.0608E-2-5.2768E-2-1.4928E-2
-1.4928E-2-1.4928E-2 6.0752E-2 1.3643E-1 6.0752E-2-1.2845E-1-1.2845E-1-1.4928E-2
-1.4928E-2-1.4928E-2 2.2912E-2 1.3643E-1 1.7427E-1-1.4928E-2-5.2768E-2 2.2912E-2
-5.2768E-2-1.2845E-1-1.4928E-2 6.0752E-2-1.4928E-2-9.0608E-2 2.2912E-2 6.0752E-2
 9.8593E-2 2.2912E-2 6.0752E-2 6.0752E-2-5.2768E-2-1.6629E-1-9.0608E-2 2.2912E-2
 6.0752E-2 2.2912E-2 6.0752E-2 1.3643E-1 9.8593E-2-5.2768E-2-9.0608E-2-9.0608E-2
-1.2845E-1-9.0608E-2 6.0752E-2 1.3643E-1 2.2912E-2-1.4928E-2 6.0752E-2 6.0752E-2
-1.4928E-2-5.2768E-2-1.4928E-2 2.2912E-2-9.0608E-2-1.2845E-1 6.0752E-2 1.3643E-1
 6.0752E-2 2.2912E-2 9.8593E-2 9.8593E-2-5.2768E-2-1.2845E-1-9.0608E-2-9.0608E-2
-1.4928E-2 2.2912E-2 2.1211E-1 1.3643E-1-1.4928E-2-9.0608E-2-5.2768E-2-1.4928E-2
-9.0608E-2-1.4928E-2 6.0752E-2 6.0752E-2-5.2768E-2-1.4928E-2 6.0752E-2 6.0752E-2
-5.2768E-2-1.4928E-2 6.0752E-2-1.4928E-2-5.2768E-2-9.0608E-2-1.4928E-2-1.4928E-2
-1.4928E-2 9.8593E-2 1.3643E-1 2.2912E-2-1.2845E-1-1.2845E-1 2.2912E-2-1.4928E-2
-1.4928E-2 6.0752E-2 1.3643E-1 2.2912E-2-9.0608E-2-1.4928E-2-1.4928E-2-5.2768E-2
-5.2768E-2 6.0752E-2 6.0752E-2-1.4928E-2 2.2912E-2 2.2912E-2 2.2912E-2-1.4928E-2
-1.4928E-2 6.0752E-2 9.8593E-2-5.2768E-2-1.2845E-1-5.2768E-2 6.0752E-2 2.2912E-2
 2.2912E-2 1.3643E-1 9.8593E-2-1.4928E-2-9.0608E-2-5.2768E-2-1.4928E-2-9.0608E-2
-5.2768E-2 6.0752E-2 9.8593E-2-1.4928E-2-5.2768E-2 2.2912E-2-1.4928E-2-5.2768E-2
 2.2912E-2 9.8593E-2 2.2912E-2-9.0608E-2-1.2845E-1 2.2912E-2 9.8593E-2 2.2912E-2
 6.0752E-2 1.3643E-1-1.4928E-2-1.6629E-1-9.0608E-2 2.2912E-2-1.4928E-2-5.2768E-2
 2.2912E-2 9.8593E-2 6.0752E-2-1.4928E-2 2.2912E-2 2.2912E-2-1.4928E-2-9.0608E-2
-1.4928E-2 6.0752E-2 2.2912E-2-9.0608E-2-1.4928E-2 9.8593E-2 9.8593E-2-1.4928E-2
 2.2912E-2 2.2912E-2-1.2845E-1-1.6629E-1-5.2768E-2-1.4928E-2 2.2912E-2 2.2912E-2
 9.8593E-2 1.3643E-1 9.8593E-2-5.2768E-2-5.2768E-2-5.2768E-2-9.0608E-2-9.0608E-2
 6.0752E-2 9.8479E-2 2.2799E-2-1.5042E-2 2.2799E-2 9.8479E-2-5.2882E-2-5.2882E-2
 2.2799E-2 2.2799E-2-9.0722E-2-9.0722E-2 6.0639E-2 9.8479E-2 6.0639E-2 6.0639E-2
 9.8479E-2 2.2799E-2-5.2882E-2-1.2856E-1-5.2882E-2-1.5042E-2-5.2882E-2 2.2799E-2
 1.7416E-1 1.3632E-1-1.5042E-2-5.2882E-2-5.2882E-2-1.5042E-2-5.2882E-2-5.2882E-2
 6.0639E-2 2.2799E-2-5.2882E-2-1.5042E-2 1.3632E-1 9.8479E-2-1.5042E-2-5.2882E-2
 2.2799E-2-1.5042E-2-9.0722E-2-5.2882E-2 2.2799E-2 2.2799E-2-1.5042E-2 9.8479E-2
 1.3632E-1 2.2799E-2-9.0722E-2-9.0722E-2-5.2882E-2-1.5042E-2-1.5042E-2 6.0639E-2
 1.3632E-1 2.2799E-2-9.0722E-2-5.2882E-2 6.0639E-2-1.5042E-2-9.0722E-2 2.2799E-2
 6.0639E-2 2.2799E-2-5.2882E-2 2.2799E-2 2.2799E-2-1.5042E-2-1.5042E-2 6.0639E-2
 6.0639E-2-9.0722E-2-9.0722E-2-5.2882E-2 2.2799E-2 2.2799E-2 6.0639E-2 9.8479E-2
 9.8479E-2-5.2882E-2-1.2856E-1-5.2882E-2 2.2799E-2-1.5042E-2-5.2882E-2 6.0639E-2
 9.8479E-2 2.2799E-2-1.5042E-2 6.0639E-2-1.5042E-2-9.0722E-2-5.2882E-2 6.0639E-2
 6.0639E-2-5.2882E-2-5.2882E-2-1.5042E-2 6.0639E-2 2.2799E-2 2.2799E-2 9.8479E-2
 6.0639E-2-9.0722E-2-9.0722E-2-1.5042E-2 2.2799E-2-5.2882E-2-1.5042E-2 9.8479E-2
 6.0639E-2-1.5042E-2 2.2799E-2 2.2799E-2-5.2882E-2-9.0722E-2 2.2799E-2 6.0639E-2
-1.5042E-2-9.0722E-2-1.5042E-2 6.0639E-2 6.0639E-2 2.2799E-2 6.0639E-2 9.8479E-2
-5.2882E-2-1.6640E-1-1.2856E-1 2.2799E-2-1.5042E-2-1.5042E-2 9.8479E-2 1.7416E-1
 6.0639E-2-1.5042E-2-1.5042E-2-1.5042E-2-1.2856E-1-1.2856E-1 6.0639E-2 9.8479E-2
-1.5042E-2-5.2882E-2 6.0639E-2 9.8479E-2 2.2799E-2-5.2882E-2-1.5042E-2-1.5042E-2
-9.0722E-2-1.2856E-1 2.2799E-2 9.8479E-2 6.0639E-2 2.2799E-2 9.8479E-2 6.0639E-2
-5.2882E-2-9.0722E-2-9.0722E-2-5.2882E-2-9.0722E-2 2.2799E-2 2.1200E-1 1.7416E-1
 2.2799E-2-5.2882E-2-1.5042E-2-1.5042E-2-9.0722E-2-5.2882E-2 2.2799E-2-1.5042E-2
-5.2882E-2-1.5042E-2 9.8479E-2 9.8479E-2-1.5042E-2-1.5042E-2 2.2799E-2-5.2882E-2
-1.2856E-1-9.0722E-2 2.2799E-2 2.2799E-2 2.2799E-2 1.3632E-1 1.7416E-1 2.2799E-2
-1.6640E-1-9.0722E-2-5.2882E-2-1.5042E-2-1.5042E-2 9.8479E-2 1.3632E-1 2.2799E-2
-9.0722E-2-1.5042E-2 2.2799E-2-1.5042E-2-9.0722E-2-1.5042E-2 6.0639E-2-1.5042E-2
-5.2882E-2 2.2799E-2 6.0639E-2-1.5042E-2-5.2882E-2 2.2799E-2 1.3632E-1-5.2882E-2
-1.6640E-1-5.2882E-2 2.2799E-2 2.2799E-2 6.0639E-2 9.8479E-2 6.0639E-2-1.5042E-2
-5.2882E-2-1.5042E-2-1.5042E-2-5.2882E-2-5.2882E-2 6.0639E-2 9.8479E-2 2.2799E-2
-5.2882E-2 2.2799E-2-1.5042E-2-5.2882E-2-5.2882E-2 6.0639E-2 2.2799E-2-9.0722E-2
-9.0722E-2-1.5042E-2 6.0639E-2 2.2799E-2 6.0639E-2 9.8479E-2-1.5042E-2-1.2856E-1
-1.2856E-1-5.2882E-2-1.5042E-2-5.2882E-2-1.5042E-2 1.3632E-1 9.8479E-2-1.5042E-2
-1.5042E-2-1.5042E-2-1.5042E-2-1.2856E-1-1.5042E-2 6.0639E-2 2.2799E-2-9.0722E-2
-1.5042E-2 9.8479E-2 6.0639E-2-1.5042E-2 6.0639E-2 6.0639E-2-1.5042E-2-1.6640E-1
-5.2882E-2 2.2799E-2-1.5042E-2-5.2882E-2 6.0639E-2 1.7416E-1 6.0639E-2-5.2882E-2
-5.2882E-2-1.5042E-2-9.0722E-2-1.2856E-1 6.0639E-2 9.8479E-2 2.2799E-2-5.2882E-2
 2.2799E-2 6.0639E-2-1.5042E-2-1.5042E-2 6.0639E-2-1.5042E-2-9.0722E-2-1.2856E-1
-1.5042E-2 9.8479E-2 2.2799E-2 2.2799E-2 1.3632E-1 9.8479E-2-1.5042E-2-1.2856E-1
-9.0722E-2-5.2882E-2-9.0722E-2-1.5042E-2 1.7416E-1 1.3632E-1-1.5042E-2 2.2799E-2
 2.2799E-2-1.5042E-2-9.0722E-2-5.2882E-2 2.2799E-2-1.5042E-2-9.0722E-2-5.2882E-2
 1.3632E-1 1.3632E-1-5.2882E-2-5.2882E-2 2.2799E-2 2.2799E-2-9.0722E-2-9.0722E-2
-1.5042E-2-5.2882E-2-1.5042E-2 9.8479E-2 1.7416E-1 6.0639E-2-9.0722E-2-9.0722E-2
-1.5042E-2-5.2882E-2-5.2882E-2 6.0639E-2 1.7416E-1 6.0639E-2-9.0722E-2-1.5042E-2
 6.0639E-2-1.5042E-2-1.2856E-1-1.5042E-2 6.0639E-2-1.5042E-2-5.2882E-2-1.5042E-2
 2.2799E-2-1.5042E-2 2.2799E-2 9.8479E-2 9.8479E-2-5.2882E-2-1.2856E-1-9.0722E-2
 2.2799E-2-1.5042E-2 6.0639E-2 9.8479E-2 9.8479E-2-5.2882E-2-1.2856E-1-5.2882E-2
 2.2799E-2-5.2882E-2-5.2882E-2 2.2799E-2 6.0639E-2 2.2799E-2 2.2799E-2 6.0639E-2
 2.2799E-2-5.2882E-2-1.5042E-2 6.0639E-2 2.2799E-2-9.0722E-2-9.0722E-2 2.2799E-2
